,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
5589,,12Х18Н10Т AISI321,,,, 14  1500х3000,,Лист г/к  н/с No1, ,257 715 <0.1т
5590,,AISI310S,,,, 14  1500х6000,,Лист г/к  н/с No1, ,568 215 <0.1т
5591,,12Х18Н10Т AISI321,,,, 14  1500х6000,,Лист г/к  н/с No1, ,268 065 <0.1т
5592,,08Х18Н10 AISI304,,,, 14  1500х6000,,Лист г/к  н/с No1, ,232 875 <0.1т
5593,,08Х18Н10 AISI304,,,, 16  1000х2000,,Лист г/к  н/с No1, ,244 902 <0.1т
5594,,12Х18Н10Т AISI321,,,, 16  1000х2000,,Лист г/к  н/с No1, ,280 858 <0.1т
5595,,12Х18Н10Т AISI321,,,, 16  1250х2500,,Лист г/к  н/с No1, ,268 065 <0.1т
5596,,12Х18Н10Т AISI321,,,, 12  1000х2000,,Лист г/к  н/с No1, ,275 310 <0.1т
5597,,12Х18Н10Т AISI321,,,, 12  1500х3000,,Лист г/к  н/с No1, ,276 976 <0.1т
5598,,AISI310S,,,, 12  1500х3000,,Лист г/к  н/с No1, ,568 215 <0.1т
5599,,AISI201,,,, 12  1000х2000,,Лист г/к  н/с No1, ,154 215 <0.1т
5600,,AISI201,,,, 12  1240х2500,,Лист г/к  н/с No1, ,154 215 <0.1т
5601,,08Х18Н10 AISI304,,,, 12  1250х2500,,Лист г/к  н/с No1, ,253 058 <0.1т
5602,,08Х18Н10 AISI304,,,, 12  1500х3000,,Лист г/к  н/с No1, ,238 050 <0.1т
5603,,30ХГСА,,,, 12  1500х6000,,Лист г/к  отжиг, ГОСТ 11269-76 ,125 500 
5604,,08пс,,,, 0.5  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,90 400 >2т
5605,,08пс,,,, 2  1250х2500,,Лист оцинк.  , ГОСТ 14918-2020 ,86 900 >2т
5606,,08пс,,,, 1.5  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,76 000 >2т
5607,,08пс,,,, 1  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,77 900 >2т
5608,,08пс,,,, 0.9  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,79 100 >2т
5609,,08пс,,,, 0.8  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,80 700 >2т
5610,,08пс,,,, 0.7  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,82 500 >2т
5611,,08пс,,,, 0.6  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,86 000 >2т
5612,,08пс,,,, 0.55  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,88 100 >2т
5613,,08пс,,,, 1.2  1250х2500,,Лист оцинк.  , СТО ММК 401-2020 ,76 700 >2т
5614,,,,,, 3  1250х2500,,Лист оцинк.  02 100 НЛМК НО Ц, ГОСТ 14918-2020 ,звоните 
5615,,08пс,,,, 0.55  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,85 390 1-5т
5616,,08пс,,,, 0.45  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,91 090 1-5т
5617,,08пс,,,, 0.5  1000х2000 1000х2000,,Лист оцинк.  2 кл пром пас КР, ,89 590 1-5т
5618,,08пс,,,, 0.5  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,88 190 1-5т
5619,,08пс,,,, 0.7  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,80 190 1-5т
5620,,08пс,,,, 1.5  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,74 390 1-5т
5621,,08пс,,,, 1.2  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,76 190 1-5т
5622,,08пс,,,, 0.9  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,77 690 1-5т
5623,,08пс,,,, 0.8  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,78 290 1-5т
5624,,08пс,,,, 1  1250х2500,,Лист оцинк.  2 кл пром пас КР, ,76 490 1-5т
5625,,ст02,,,, 0.35  1250,,Лист оцинк.  Zn100, ,123 190 1-5т
5626,,ст02,,,, 0.45  1250,,Лист оцинк.  Zn100, ,105 190 1-5т
5627,,ст02,,,, 0.8  1250х2500,,Лист оцинк.  Zn100 пас М, ,87 190 1-5т
5628,,ст02,,,, 0.45  1000х2000 1000х2000,,Лист оцинк.  Zn100 пас М, ,99 290 1-5т
5629,,ст02,,,, 0.35  1250х2500,,Лист оцинк.  Zn100 пас М, ,120 190 1-5т
5630,,ст02,,,, 0.45  1250х2500,,Лист оцинк.  Zn100 пас М, ,98 890 1-5т
5631,,ст02,,,, 0.45  1250х2000 1250х2000,,Лист оцинк.  Zn100 пас М, ,99 290 1-5т
5632,,ст02,,,, 0.3  1250х2500,,Лист оцинк.  Zn100 пас М, ,120 190 1-5т
5633,,ст02,,,, 2  1250х2500,,Лист оцинк.  Zn100 пас М, ,86 190 1-5т
5634,,ст02,,,, 0.4  1250х2500,,Лист оцинк.  Zn100 пас М, ,108 290 1-5т
5635,,ст02,,,, 0.9  1250х2500,,Лист оцинк.  Zn100 пас М, ,86 190 1-5т
5636,,ст02,,,, 0.5  1250х2500,,Лист оцинк.  Zn100 пас М, ,95 890 1-5т
5637,,ст02,,,, 1.5  1250х2500,,Лист оцинк.  Zn100 пас М, ,84 390 1-5т
5638,,ст02,,,, 0.6  1250х2500,,Лист оцинк.  Zn100 пас М, ,94 190 1-5т
5639,,ст02,,,, 0.7  1000х2000 1000х2000,,Лист оцинк.  Zn100 пас М, ,90 190 1-5т
5640,,ст02,,,, 0.7  1250х2500,,Лист оцинк.  Zn100 пас М, ,89 590 1-5т
5641,,ст02,,,, 0.5  1000х2000 1000х2000,,Лист оцинк.  Zn100 пас М, ,97 190 1-5т
5642,,ст02,,,, 0.4  1000х2000 1000х2000,,Лист оцинк.  Zn100 пас М, ,108 490 1-5т
5643,,ст02,,,, 0.4  1250х2500,,Лист оцинк.  Zn100 пром пас М, ,106 190 1-5т
5644,,С220,,,, 2  1250х2500,,Лист оцинк.  Zn120 пас Н, ,82 190 1-5т
5645,,С220,,,, 1.8  1250х2500,,Лист оцинк.  Zn120 пас Н, ,75 190 1-5т
5646,,С220,,,, 1.5  1250х2500,,Лист оцинк.  Zn120 пас Н, ,75 190 1-5т
5647,,С220,,,, 2  1250х2500,,Лист оцинк.  Zn120 пром пас Н, ,82 190 1-5т
5648,,ст02,,,, 1.5  1250,,Лист оцинк.  Zn140, ,91 590 1-5т
5649,,ст02,,,, 3  1250,,Лист оцинк.  Zn140, ,92 890 1-5т
5650,,ст02,,,, 2  1250,,Лист оцинк.  Zn140, ,92 590 1-5т
5651,,ст02,,,, 0.5  1250,,Лист оцинк.  Zn140, ,102 490 1-5т
5652,,ст02,,,, 1  1250,,Лист оцинк.  Zn140, ,93 690 1-5т
5653,,ст02,,,, 0.7  1250,,Лист оцинк.  Zn140, ,95 690 1-5т
5654,,ст02,,,, 0.55  1250,,Лист оцинк.  Zn140, ,100 290 1-5т
5655,,ст02,,,, 0.8  1250,,Лист оцинк.  Zn140, ,93 590 1-5т
5656,,ст02,,,, 1.5  1500х3000 1500х3000,,Лист оцинк.  Zn140 пас М, ,92 590 1-5т
5657,,ст02,,,, 2  600х1200,,Лист оцинк.  Zn140 пас М, ,82 090 1-5т
5658,,ст02,,,, 2  1000х2000 1000х2000,,Лист оцинк.  Zn140 пас М, ,88 190 1-5т
5659,,ст02,,,, 1.5  1250х2500,,Лист оцинк.  Zn140 пас М, ,84 790 1-5т
5660,,ст02,,,, 2  1250х2500,,Лист оцинк.  Zn140 пас М, ,84 790 1-5т
5661,,ст02,,,, 0.8  1250х2000 1250х2000,,Лист оцинк.  Zn140 пас М, ,89 590 1-5т
5662,,ст02,,,, 1.2  1250х2500,,Лист оцинк.  Zn140 пас М, ,87 590 1-5т
5663,,ст02,,,, 1  1250х2500,,Лист оцинк.  Zn140 пас М, ,87 890 1-5т
5664,,ст02,,,, 3  1250х2500,,Лист оцинк.  Zn140 пас М, ,86 780 1-5т
5665,,ст02,,,, 0.9  1250х2500,,Лист оцинк.  Zn140 пас М, ,87 090 1-5т
5666,,ст02,,,, 0.8  1500х3000 1500х3000,,Лист оцинк.  Zn140 пас М, ,89 590 1-5т
5667,,ст02,,,, 0.8  1250х2500,,Лист оцинк.  Zn140 пас М, ,90 790 1-5т
5668,,ст02,,,, 0.5  1250х2500,,Лист оцинк.  Zn140 пас М, ,97 490 1-5т
5669,,ст02,,,, 0.7  1250х2500,,Лист оцинк.  Zn140 пас М, ,90 190 1-5т
5670,,ст02,,,, 0.7  1500х3000 1500х3000,,Лист оцинк.  Zn140 пас М, ,90 290 1-5т
5671,,ст02,,,, 0.55  1250х2500,,Лист оцинк.  Zn140 пас М, ,94 990 1-5т
5672,,ст02,,,, 2.5  1250х2500,,Лист оцинк.  Zn140 пас М, ,85 790 1-5т
5673,,ст02,,,, 2  1200х2500 1200х2500,,Лист оцинк.  Zn140 пас М, ,83 190 1-5т
5674,,ст02,,,, 2.5  1250х2500,,Лист оцинк.  Zn140 пром М, ,85 190 1-5т
5675,,ст02,,,, 2  1250х2500,,Лист оцинк.  Zn275 пас М, ,94 790 1-5т
5676,,ст02,,,, 3  1250х2500,,Лист оцинк.  Zn275 пас М, ,95 890 1-5т
5677,,ст02,,,, 0.7  1250х2500,,Лист оцинк.  Zn275 пас М, ,98 890 1-5т
5678,,ст02,,,, 1.5  1250х2500,,Лист оцинк.  Zn275 пас М, ,96 490 1-5т
5679,,ст02,,,, 1.2  1250х2500,,Лист оцинк.  Zn275 пас М, ,95 790 1-5т
5680,,ст02,,,, 1  1250х2500,,Лист оцинк.  Zn275 пас М, ,97 890 1-5т
5681,,ст02,,,, 0.8  1250х2500,,Лист оцинк.  Zn275 пас М, ,98 390 1-5т
5682,,ст02,,,, 0.5  1250х2500,,Лист оцинк.  Zn275 пас М, ,110 390 1-5т
5683,,ст02,,,, 2.5  1250х2500,,Лист оцинк.  Zn275 пром М, ,90 190 1-5т
5684,,ст2-3,,,, 8  1500х6000,,Лист рифленый  , ГОСТ 8568-77 ,59 800 >2т
5685,,ст2-3,,,, 6  1500х6000,,Лист рифленый  , ГОСТ 8568-77 ,59 800 >2т
5686,,ст2-3,,,, 5  1500х6000,,Лист рифленый  , ГОСТ 8568-77 ,59 800 >2т
5687,,АМг2Н2Р,,,, 1.5  1200х1200,,Лист рифленый  , ,478 000 
5688,,ст2-3,,,, 4  1500х6000,,Лист рифленый  , ГОСТ 8568-77 ,59 800 >2т
5689,,АМг2Н2Р,,,, 2  1200х3000,,Лист рифленый  , ,478 000 
5690,,АМг2Н2Р,,,, 4  1200х3000,,Лист рифленый  , ,478 000 
5691,,ст2-3,,,, 3  1250х2500,,Лист рифленый  , ГОСТ 8568-77 ,60 300 >2т
5692,,08Х18Н10 AISI304,,,, 2  1250х2500,,Лист рифленый  TEAR PLATE, ,253 575 <0.1т
5693,,АМг2Н2Р,,,, 4  1500х3000,,Лист рифленый  ИМПОРТ квинтет, ,493 000 
5694,,АМг2Н2Р,,,, 4  1500х3000,,Лист рифленый  квинтет, ,498 000 
5695,,АМг2Н2Р,,,, 1.2  1200х1200,,Лист рифленый  квинтет, ,498 000 
5696,,АМг2Н2Р,,,, 1.2  1200х3000,,Лист рифленый  квинтет, ,498 000 
5697,,АМг2Н2Р,,,, 2  1200х3000,,Лист рифленый  квинтет, ,498 000 
5698,,АМг2Н2Р,,,, 2  1200х3100,,Лист рифленый  квинтет, ,498 000 
5699,,АМг2Н2Р,,,, 2  1200х2500,,Лист рифленый  квинтет, ,498 000 
5700,,АМг2Н2Р,,,, 1.5  1500х3000,,Лист рифленый  квинтет, ,498 000 
5701,,АМг2Н2Р,,,, 1.2  1500х3000,,Лист рифленый  квинтет, ,498 000 
5702,,АМг2Н2Р,,,, 1.5  1200х1200,,Лист рифленый  квинтет, ,498 000 
5703,,АМг2Н2Р,,,, 1.5  1200х2500,,Лист рифленый  квинтет, ,498 000 
5704,,АМг2Н2Р,,,, 4  1200х3000,,Лист рифленый  квинтет, ,498 000 
5705,,АМг2Н2Р,,,, 2  1500х3000,,Лист рифленый  квинтет, ,498 000 
5706,,АМг2Н2Р,,,, 2  1500х4000,,Лист рифленый  квинтет, ,498 000 
5707,,АМг2Н2Р,,,, 2.5  1200х3000,,Лист рифленый  квинтет, ,498 000 
5708,,АМг2Н2Р,,,, 2.5  1500х3000,,Лист рифленый  квинтет, ,498 000 
5709,,АМг2Н2Р,,,, 5  1200х3000,,Лист рифленый  квинтет, ,498 000 
5710,,АМг2Н2Р,,,, 3.5  1000х3400,,Лист рифленый  квинтет, ,440 000 
5711,,АМг2Н2Р,,,, 3  1200х3000,,Лист рифленый  квинтет, ,498 000 
5712,,АМг2Н2Р,,,, 2  1500х2500,,Лист рифленый  квинтет, ,498 000 
5713,,АМг2Н2Р,,,, 5  1500х3000,,Лист рифленый  квинтет, ,498 000 
5714,,АМг2Н2Р,,,, 3  1500х2500,,Лист рифленый  квинтет, ,498 000 
5715,,АМг2Н2Р,,,, 3  1500х3200,,Лист рифленый  квинтет, ,498 000 
5716,,АМг2Н2Р,,,, 3  1500х3000,,Лист рифленый  квинтет, ,498 000 
5717,,1105 ВД1,,,, 2  1200х3000,,Лист рифленый  квинтет А, ,478 000 
5718,,1105 ВД1,,,, 4  1200х3000,,Лист рифленый  квинтет А, ,478 000 
5719,,1105 ВД1,,,, 3  1200х3000,,Лист рифленый  квинтет А, ,478 000 
5720,,08Х18Н10 AISI304,,,, 5  1250х2500,,Лист рифленый  н/с TEAR PLATE, ,239 085 <0.1т
5721,,08Х18Н10 AISI304,,,, 4  1250х2500,,Лист рифленый  н/с TEAR PLATE, ,268 065 <0.1т
5722,,08Х18Н10 AISI304,,,, 3  1250х2500,,Лист рифленый  н/с TEAR PLATE, ,284 625 <0.1т
5723,,08Х18Н10 AISI304,,,, 3  1250х2500,,Лист рифленый  н/с TEAR PLATE У, ,226 665 <0.1т
5724,,,,,, 10  1500х6000,,Лист рифленый  ромб., ,71 990 1-5т
5725,,,,,, 8  1500х6000,,Лист рифленый  ромб., ,67 990 1-5т
5726,,,,,, 2.5  600х1200,,Лист рифленый  ромб., ,293 224 1-5т
5727,,,,,, 2.5  300х1200,,Лист рифленый  ромб., ,586 447 1-5т
5728,,,,,, 3  1250х2500,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5729,,,,,, 6  1500х3000,,Лист рифленый  ромб.   н/обр, ,68 990 1-5т
5730,,,,,, 8  1500х6000,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5731,,,,,, 5  1500х6000,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5732,,,,,, 8  1500х6000,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5733,,,,,, 5  1500х6000,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5734,,,,,, 6  1500х6000,,Лист рифленый  ромб.   н/обр, ,69 990 1-5т
5735,,,,,, 4  1500х6000,,Лист рифленый  ромб.   н/обр, ,70 990 1-5т
5736,,,,,, 10  1500х6000,,Лист рифленый  ромб.   н/обр, ,71 990 1-5т
5737,,,,,, 12  1500х6000,,Лист рифленый  ромб.   н/обр, ,66 990 1-5т
5738,,,,,, 4  1500х6000,,Лист рифленый  ромб.   н/обр, ,70 990 1-5т
5739,,,,,, 2.5  1250х2500,,Лист рифленый  ромб.   н/обр, ,63 990 1-5т
5740,,,,,, 3  1500х6000,,Лист рифленый  ромб.   н/обр, ,70 990 1-5т
5741,,,,,, 3  1250х2500,,Лист рифленый  ромб.   н/обр, ,67 990 1-5т
5742,,,,,, 3  1250х2500,,Лист рифленый  чечев., ,63 990 1-5т
5743,,,,,, 2.5  300х1200,,Лист рифленый  чечев., ,543 973 1-5т
5744,,,,,, 2.5  600х1200,,Лист рифленый  чечев., ,264 733 1-5т
5745,,3сп,,,, 5  1500х6000,,Лист рифленый  чечев., ,64 000 
5746,,,,,, 8  1500х6000,,Лист рифленый  чечев.   н/обр, ,57 990 1-5т
5747,,,,,, 12  1500х6000,,Лист рифленый  чечев.   н/обр, ,65 990 1-5т
5748,,,,,, 8  1500х6000,,Лист рифленый  чечев.   н/обр, ,57 990 1-5т
5749,,,,,, 8  1500х6000,,Лист рифленый  чечев.   н/обр, ,57 990 1-5т
5750,,,,,, 8  1500х3000,,Лист рифленый  чечев.   н/обр, ,60 990 1-5т
5751,,,,,, 6  1500х6000,,Лист рифленый  чечев.   н/обр, ,60 990 1-5т
5752,,,,,, 10  1500х6000,,Лист рифленый  чечев.   н/обр, ,59 990 1-5т
5753,,,,,, 6  1500х6000,,Лист рифленый  чечев.   н/обр, ,60 990 1-5т
5754,,,,,, 6  1500х3000,,Лист рифленый  чечев.   н/обр, ,62 990 1-5т
5755,,,,,, 2.5  1250х2500,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5756,,,,,, 2.5  1250х2500,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5757,,,,,, 3  1200х2400,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5758,,,,,, 3  1250х2500,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5759,,,,,, 3  1250х2500,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5760,,,,,, 3  1500х6000,,Лист рифленый  чечев.   н/обр, ,67 990 1-5т
5761,,,,,, 3  1500х3000,,Лист рифленый  чечев.   н/обр, ,69 990 1-5т
5762,,,,,, 3  1500х6000,,Лист рифленый  чечев.   н/обр, ,67 990 1-5т
5763,,,,,, 3  1500х3000,,Лист рифленый  чечев.   н/обр, ,69 990 1-5т
5764,,,,,, 4  1500х3000,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5765,,,,,, 4  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5766,,,,,, 4  1500х3000,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5767,,,,,, 4  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5768,,,,,, 3  1250х2500,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5769,,,,,, 4  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5770,,,,,, 4  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5771,,,,,, 5  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5772,,,,,, 5  1500х3000,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5773,,,,,, 5  1500х3000,,Лист рифленый  чечев.   н/обр, ,63 990 1-5т
5774,,,,,, 5  1500х6000,,Лист рифленый  чечев.   н/обр, ,61 990 1-5т
5775,,,,,, 6  1500х3000,,Лист рифленый  чечев.   н/обр, ,60 990 1-5т
5776,,3сп,,,, 4  1500х6000,,Лист рифленый  чечев. ромб., ,64 000 
5777,,3сп,,,, 6  1500х6000,,Лист рифленый  чечев. ромб., ,64 000 
5778,,12Х18Н10Т,,,, 1  1250х2500,,Лист х/к  , ,403 650 <0.1т
5779,,30ХГСА,,,, 0.8  390х2000,,Лист х/к  , ,370 000 
5780,,65Г,,,, 0.8  480х2000,,Лист х/к  , ,250 000 
5781,,30ХГСА,,,, 1  1250х2500,,Лист х/к  , ,275 000 
5782,,30ХГСА,,,, 1.2  1200х2000,,Лист х/к  , ,275 000 
5783,,30ХГСА,,,, 0.7  600х2000,,Лист х/к  , ,400 000 
5784,,65Г,,,, 1.2  1200х2000,,Лист х/к  , ,235 000 
5785,,30ХГСА,,,, 1.5  1200х2000,,Лист х/к  , ,275 000 
5786,,65Г,,,, 1.5  1200х2000,,Лист х/к  , ,235 000 
5787,,30ХГСА,,,, 1.6  1200х2000,,Лист х/к  , ,280 000 
5788,,У7,,,, 1.2  750х1500,,Лист х/к  , ,200 000 
5789,,65Г,,,, 0.6  590х2000,,Лист х/к  , ,250 000 
5790,,12Х18Н10Т,,,, 3  1000х4000,,Лист х/к  , ,331 200 <0.1т
5791,,30ХГСА,,,, 0.5  380х2000,,Лист х/к  , ,370 000 
5792,,12Х18Н10Т,,,, 3  1000х2000,,Лист х/к  , ,331 200 <0.1т
5793,,ст08,,,, 1.2  1250х2500,,Лист х/к  , ,79 990 1-5т
5794,,12Х18Н10Т,,,, 3  1250х2000,,Лист х/к  , ,331 200 <0.1т
5795,,12Х18Н10Т,,,, 3  1250х2500,,Лист х/к  , ,331 200 <0.1т
5796,,12Х18Н10Т,,,, 4  1500х6000,,Лист х/к  , ,351 900 <0.1т
5797,,12Х18Н10Т,,,, 0.8  1000х2000,,Лист х/к  , ,351 900 <0.1т
5798,,ст08,,,, 0.7  1250х2500,,Лист х/к  , ,81 990 1-5т
5799,,30ХГСА,,,, 1.8  1250х2500,,Лист х/к  , ,275 000 
5800,,12Х18Н10Т,,,, 0.5  1000х2000,,Лист х/к  , ,393 300 <0.1т
5801,,12Х18Н10Т,,,, 1  1000х2000,,Лист х/к  , ,403 650 <0.1т
5802,,ст08,,,, 1  1250х2500,,Лист х/к  , ,81 990 1-5т
5803,,ст08,,,, 2.5  1250х2500,,Лист х/к  , ,78 990 1-5т
5804,,65Г,,,, 0.5  380х2000,,Лист х/к  , ,250 000 
5805,,9ХФ,,,, 2  600х2000,,Лист х/к  , ,200 000 
5806,,65Г,,,, 1  1200х2000,,Лист х/к  , ,235 000 
5807,,08пс,,,, 0.6  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,77 500 >2т
5808,,12Х18Н10Т,,,, 4  1000х2000,,Лист х/к  , ,200 000 
5809,,08пс,,,, 0.5  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,78 000 >2т
5810,,12Х18Н10Т,,,, 2  1000х2000,,Лист х/к  , ,351 900 <0.1т
5811,,12Х18Н10Т,,,, 2  1250х2500,,Лист х/к  , ,351 900 <0.1т
5812,,12Х18Н10Т,,,, 1.5  1000х2000,,Лист х/к  , ,351 900 <0.1т
5813,,12Х18Н10Т,,,, 2.2  1250х2500,,Лист х/к  , ,351 900 <0.1т
5814,,65Г,,,, 3  1200х2000,,Лист х/к  , ,235 000 
5815,,30ХГСА,,,, 3  1200х2000,,Лист х/к  , ,275 000 
5816,,30ХГСА,,,, 2.5  1200х2000,,Лист х/к  , ,280 000 
5817,,ВЛ1Д,,,, 2.5  1000х2000,,Лист х/к  , ,900 000 
5818,,9ХФ,,,, 2.2  590х2000,,Лист х/к  , ,200 000 
5819,,ст40,,,, 2  1200х2000,,Лист х/к  , ,270 000 
5820,,65Г,,,, 2  1200х2000,,Лист х/к  , ,235 000 
5821,,12Х18Н10Т,,,, 1.5  1250х2500,,Лист х/к  , ,351 900 <0.1т
5822,,08пс,,,, 3  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 100 >2т
5823,,08пс,,,, 2.5  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 100 >2т
5824,,08пс,,,, 2  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 300 >2т
5825,,12Х18Н10Т,,,, 1.2  1250х2500,,Лист х/к  , ,351 900 <0.1т
5826,,08пс,,,, 1.8  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 300 >2т
5827,,08пс,,,, 1.5  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 500 >2т
5828,,08пс,,,, 1.4  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 500 >2т
5829,,08пс,,,, 1.2  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 700 >2т
5830,,08пс,,,, 1  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,76 700 >2т
5831,,08пс,,,, 0.8  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,77 000 >2т
5832,,08пс,,,, 0.9  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,77 000 >2т
5833,,08пс,,,, 0.7  1250х2500,,Лист х/к  , ГОСТ 16523-97 ,77 000 >2т
5834,,30ХГСА,,,, 2  1200х2000,,Лист х/к  , ,275 000 
5835,,08Х17 AISI430,,,, 0.8  1500х3000,,Лист х/к  2B, ,127 890 <0.1т
5836,,08Х17 AISI430,,,, 0.6  1250х2500,,Лист х/к  2B, ,127 890 <0.1т
5837,,08Х18Н10 AISI304,,,, 1.5  1500х3000,,Лист х/к  2B, ,226 665 <0.1т
5838,,08Х17 AISI430,,,, 0.6  1000х2000,,Лист х/к  2B матовый, ,161 426 <0.1т
5839,,08Х18Н10 AISI304,,,, 0.5  1500х3000,,Лист х/к  2B матовый, ,226 665 <0.1т
5840,,08Х18Н10 AISI304,,,, 0.6  1000х2000,,Лист х/к  2B матовый, ,247 365 <0.1т
5841,,12Х18Н10Т AISI321,,,, 0.6  1000х2000,,Лист х/к  2B матовый, ,286 695 <0.1т
5842,,08Х18Н10 AISI304,,,, 0.6  1000,,Лист х/к  2B матовый, ,247 365 <0.1т
5843,,AISI316L,,,, 0.5  1250,,Лист х/к  2B матовый, ,434 700 <0.1т
5844,,08Х18Н10 AISI304,,,, 0.5  1250,,Лист х/к  2B матовый, ,247 820 <0.1т
5845,,AISI316L,,,, 0.6  1250х2500,,Лист х/к  2B матовый, ,434 700 <0.1т
5846,,AISI316L,,,, 0.6  1250,,Лист х/к  2B матовый, ,434 700 <0.1т
5847,,12Х18Н10Т AISI321,,,, 0.6  1250х2500,,Лист х/к  2B матовый, ,284 625 <0.1т
5848,,08Х18Н10 AISI304,,,, 0.6  1250х2500,,Лист х/к  2B матовый, ,250 470 <0.1т
5849,,08Х18Н10 AISI304,,,, 0.6  1250,,Лист х/к  2B матовый, ,247 365 <0.1т
5850,,AISI201,,,, 0.7 ,,Лист х/к  2B матовый, ,182 543 <0.1т
5851,,08Х17 AISI430,,,, 0.7  1000х2000,,Лист х/к  2B матовый, ,141 694 <0.1т
5852,,12Х18Н10Т AISI321,,,, 0.7  1000х2000,,Лист х/к  2B матовый, ,284 625 <0.1т
5853,,12Х18Н10Т AISI321,,,, 0.5  1250х2500,,Лист х/к  2B матовый, ,278 415 <0.1т
5854,,08Х17 AISI430,,,, 0.6  1250х2500,,Лист х/к  2B матовый, ,156 736 <0.1т
5855,,AISI316L,,,, 0.5  1250х2500,,Лист х/к  2B матовый, ,434 700 <0.1т
5856,,08Х17 AISI430,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,150 768 <0.1т
5857,,08Х17 AISI430,,,, 0.5  1250х2500,,Лист х/к  2B матовый, ,153 265 <0.1т
5858,,08Х17 AISI430,,,, 0.4  1000,,Лист х/к  2B матовый, ,168 673 <0.1т
5859,,08Х17 AISI430,,,, 0.4  1000х2000,,Лист х/к  2B матовый, ,168 673 <0.1т
5860,,08Х18Н10 AISI304,,,, 0.4  1000х2000,,Лист х/к  2B матовый, ,265 384 <0.1т
5861,,AISI316L,,,, 0.5 ,,Лист х/к  2B матовый, ,654 399 <0.1т
5862,,08Х18Н10 AISI304,,,, 0.5  400х1250,,Лист х/к  2B матовый, ,247 820 <0.1т
5863,,08Х17 AISI430,,,, 0.5  1000,,Лист х/к  2B матовый, ,145 409 <0.1т
5864,,AISI409L,,,, 0.5  1000,,Лист х/к  2B матовый, ,159 132 <0.1т
5865,,AISI439,,,, 0.5  1000,,Лист х/к  2B матовый, ,185 745 <0.1т
5866,,08Х18Н10 AISI304,,,, 0.5  1000,,Лист х/к  2B матовый, ,251 505 <0.1т
5867,,08Х18Н10 AISI304,,,, 0.5  1000х1250,,Лист х/к  2B матовый, ,251 505 <0.1т
5868,,AISI316L,,,, 0.7  1000х2000,,Лист х/к  2B матовый, ,424 350 <0.1т
5869,,08Х18Н10 AISI304,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,251 505 <0.1т
